family,scientific_name,spanish_name,english_name,species_code,category,notes,ebird_picture,IUCN_status,IUCN_comment
Cotingidae,Lipaugus fuscocinereus, Pijá Oscura, Dusky Piha, https://ebird.org/species/duspih1,NT,,https://macaulaylibrary.org/asset/182145451, IUCN_LC, IUCN update 2024
Cotingidae,Carpodectes hopkei, Cotinga Blanca, Black-tipped Cotinga, https://ebird.org/species/bltcot1,NT,,https://macaulaylibrary.org/asset/621842958, IUCN_LC, IUCN update 2024
Pipridae,Chloropipo unicolor, Saltarín Azabache, Jet Manakin, https://ebird.org/species/jetman2,NT,,https://macaulaylibrary.org/asset/609307823, IUCN_LC, IUCN update 2024
Pipridae,Lepidothrix isidorei, Saltarín Lomiazul, Blue-rumped Manakin, https://ebird.org/species/blrman1,NT,,https://macaulaylibrary.org/asset/542798931, IUCN_LC, IUCN update 2024
Pipridae,Ceratopipra mentalis, Saltarín Cabecirrojo, Red-capped Manakin, https://ebird.org/species/recman1,NT,,https://macaulaylibrary.org/asset/202022651, IUCN_LC, IUCN update 2024
Tityridae,Laniocera rufescens, Plañidera Moteada, Speckled Mourner, https://ebird.org/species/spemou1,NT,,https://macaulaylibrary.org/asset/601912061, IUCN_LC, IUCN update 2024
Vireonidae,Pachysylvia semibrunnea, Verdillo Nuquirrufo, Rufous-naped Greenlet, https://ebird.org/species/rungre1,NT,,https://macaulaylibrary.org/asset/583023541, IUCN_LC, IUCN update 2024
Troglodytidae,Odontorchilus branickii, Soterrey Dorsigrís, Gray-mantled Wren, https://ebird.org/species/gymwre1,NT,,https://macaulaylibrary.org/asset/612242230, IUCN_LC, IUCN update 2024
Troglodytidae,Cantorchilus leucopogon, Soterrey Golirrayado, Stripe-throated Wren, https://ebird.org/species/sttwre1,NT,,https://macaulaylibrary.org/asset/462828881, IUCN_LC, IUCN update 2024
Troglodytidae,Cyphorhinus phaeocephalus, Soterrey Canoro (Cantante), Song Wren, https://ebird.org/species/sonwre1,NT,,https://macaulaylibrary.org/asset/120279531, IUCN_LC, IUCN update 2024
Polioptilidae,Polioptila schistaceigula, Perlita Pechipizarrosa, Slate-throated Gnatcatcher, https://ebird.org/species/sltgna1,NT,,https://macaulaylibrary.org/asset/234063901, IUCN_LC, IUCN update 2024
Turdidae,Entomodestes coracinus, Solitario Negro, Black Solitaire, https://ebird.org/species/blasol1,NT,,https://macaulaylibrary.org/asset/622476597, IUCN_LC, IUCN update 2024
Turdidae,Turdus obsoletus, Mirlo Ventripálido, Pale-vented Thrush, https://ebird.org/species/pavthr1,NT,,https://macaulaylibrary.org/asset/205987171, IUCN_LC, IUCN update 2024
Turdidae,Turdus nigriceps, Mirlo Pizarroso Andino, Andean Slaty Thrush, https://ebird.org/species/slathr2,NT,,https://macaulaylibrary.org/asset/624029378, IUCN_LC, IUCN update 2024
Turdidae,Turdus assimilis, Mirlo Goliblanco, White-throated Thrush, https://ebird.org/species/whtrob1,NT,,https://macaulaylibrary.org/asset/303342511,,
Thraupidae,Conothraupis speculigera, Tangara Negriblanca, Black-and-white Tanager, https://ebird.org/species/bawtan1,NT,,https://macaulaylibrary.org/asset/547373621, IUCN_LC, IUCN update 2024
Thraupidae,Bangsia edwardsi, Tangara Dorsimusgosa, Moss-backed Tanager, https://ebird.org/species/mobtan1,NT,,https://macaulaylibrary.org/asset/440401641, IUCN_LC, IUCN update 2024
Thraupidae,Poecilostreptus palmeri, Tangara Doradigrís,Gray-and-gold Tanager,https://ebird.org/species/gagtan1,NT,"En la lista, esta como Tangara palmeri",https://macaulaylibrary.org/asset/621617770, IUCN_LC, IUCN update 2024
Thraupidae,Ixothraupis rufigula, Tangara Golirrufa,Rufous-throated Tanager,https://ebird.org/species/ruttan1,NT,"En la lista, esta como Tangara rufigula",https://macaulaylibrary.org/asset/622295909, IUCN_LC, IUCN update 2024
Thraupidae,Tangara lavinia, Tangara Alirrufa, Rufous-winged Tanager, https://ebird.org/species/ruwtan1,NT,,https://macaulaylibrary.org/asset/385717511, IUCN_LC, IUCN update 2024
Thraupidae,Tangara johannae, Tangara Bigotiazul, Blue-whiskered Tanager, https://ebird.org/species/blwtan1,NT,,https://macaulaylibrary.org/asset/545125961, IUCN_LC, IUCN update 2024
Thraupidae,Dacnis venusta, Dacnis Musliescarlata, Scarlet-thighed Dacnis, https://ebird.org/species/sctdac1,NT,,https://macaulaylibrary.org/asset/530762101, IUCN_LC, IUCN update 2024
Thraupidae,Heterospingus xanthopygius, Tangara Cejiescarlata, Scarlet-browed Tanager, https://ebird.org/species/scbtan2,NT,,https://macaulaylibrary.org/asset/498822061, IUCN_LC, IUCN update 2024
Thraupidae,Chrysothlypis salmoni, Tangara Escarlatiblanca, Scarlet-and-white Tanager, https://ebird.org/species/sawtan1,NT,,https://macaulaylibrary.org/asset/72975931, IUCN_LC, IUCN update 2024
Thraupidae,Diglossa indigotica, Pinchaflor Índigo, Indigo Flowerpiercer, https://ebird.org/species/indflo1,NT,,https://macaulaylibrary.org/asset/545523681, IUCN_LC, IUCN update 2024
Thraupidae,Sicalis taczanowskii, Pinzón Sabanero Golisulfúreo, Sulphur-throated Finch, https://ebird.org/species/sutfin1,NT,,https://macaulaylibrary.org/asset/545202601, IUCN_LC, IUCN update 2024
Passerellidae,Arremon abeillei, Saltón Gorrinegro, Black-capped Sparrow, https://ebird.org/species/bkcspa1,NT,subespecie nigriceps puede ser especie válida (NT).,https://macaulaylibrary.org/asset/593425761, IUCN_LC, IUCN update 2024
Passerellidae,Atlapetes albiceps, Matorralero Cabeciblanco, White-headed Brushfinch, https://ebird.org/species/whbfin1,NT,,https://macaulaylibrary.org/asset/77439971, IUCN_LC, IUCN update 2024
Cardinalidae,Chlorothraupis stolzmanni, Tangara Pechiocrácea,Ochre-breasted Tanager, https://ebird.org/species/olitan1,NT,"En la lista, esta como Chlorothraupis carmioli",https://macaulaylibrary.org/asset/110958461, IUCN_LC, IUCN update 2024
Cardinalidae,Chlorothraupis olivacea, Tangara Ojeralimón (de Anteojos), Lemon-spectacled Tanager, https://ebird.org/species/lestan,NT,,https://macaulaylibrary.org/asset/427681461, IUCN_LC, IUCN update 2024
Parulidae,Myiothlypis fraseri, Reinita Grisidorada, Gray-and-gold Warbler, https://ebird.org/species/gagwar2,NT,,https://macaulaylibrary.org/asset/625261767, IUCN_LC, IUCN update 2024
Icteridae,Psarocolius wagleri, Oropéndola Cabecicastaña, Chestnut-headed Oropendola, https://ebird.org/species/chhoro1,NT,,https://macaulaylibrary.org/asset/544741611, IUCN_LC, IUCN update 2024
Icteridae,Agelasticus xanthophthalmus, Negro Ojipálido, Pale-eyed Blackbird, https://ebird.org/species/paebla2,NT,,https://macaulaylibrary.org/asset/70042661, IUCN_LC, IUCN update 2024
Fringillidae,Spinus spinescens, Jilguero Andino, Andean Siskin, https://ebird.org/species/andsis1,NT,,https://macaulaylibrary.org/asset/589717671, IUCN_LC, IUCN update 2024
Fringillidae,Euphonia fulvicrissa, Eufonia Ventrileonada (Ventriocrácea), Fulvous-vented Euphonia, https://ebird.org/species/fuveup1,NT,,https://macaulaylibrary.org/asset/613731724, IUCN_LC, IUCN update 2024
Fringillidae,Chlorophonia flavirostris, Clorofonia Cuellidorada, Yellow-collared Chlorophonia, https://ebird.org/species/yecchl1,NT,,https://macaulaylibrary.org/asset/512794071, IUCN_LC, IUCN update 2024
Odontophoridae,Odontophorus stellatus, Corcovado de Estrellas (Estrellado), Starred Wood-Quail, https://ebird.org/species/stwqua1,DD,,https://macaulaylibrary.org/asset/628324681, IUCN_LC, IUCN update 2024
Cuculidae,Dromococcyx pavoninus, Cuco Pavonino, Pavonine Cuckoo, https://ebird.org/species/pavcuc1,DD,,https://macaulaylibrary.org/asset/68831851, IUCN_LC, IUCN update 2024
Apodidae,Cypseloides cherriei, Vencejo Frentipunteado, Spot-fronted Swift, https://ebird.org/species/spfswi1,DD,,https://macaulaylibrary.org/asset/551936031, IUCN_LC, IUCN update 2024
Trochilidae,Avocettula recurvirostris, Colibrí Piquipunzón, Fiery-tailed Awlbill, https://ebird.org/species/fitawl1,DD,,https://macaulaylibrary.org/asset/102626621, IUCN_LC, IUCN update 2024
Trochilidae,Lophornis verreauxii, Butterfly Coquette, Butterfly Coquette, https://ebird.org/species/fescoq2,DD,"En la lista, esta como Lophornis chalybeus ",https://macaulaylibrary.org/asset/620544837, IUCN_LC, IUCN update 2024
Trochilidae,Campylopterus falcatus, Alasable Lazulita, Lazuline Sabrewing, https://ebird.org/species/lazsab1,DD,,https://macaulaylibrary.org/asset/31717841, IUCN_LC, IUCN update 2024
Psittacidae,Pyrrhura roseifrons peruviana,Perico Frentirrosa, Rose-fronted Parakeet, https://ebird.org/species/rofpar3,DD,"En la lista, esta como Pyrrhura roseifrons",,,
Pipridae,Chloropipo flavicapilla, Saltarín Cabeciamarillo, Yellow-headed Manakin, https://ebird.org/species/yehman2,DD,"<a href=""https://revistas.ornitologiacolombiana.com/index.php/roc/article/view/554"" target=""#blank"">""no hay evidencia tangible de que C. flavicapilla haya sido registrado en Ecuador, y con base a su distribución actual, debe considerarse endémico de Colombia"".</a> (Palacio, 2023)",https://macaulaylibrary.org/asset/114453791, IUCN_VU, IUCN update 2024
Icteridae,Cacicus latirostris, Cacique Colifajeado, Band-tailed Cacique, https://ebird.org/species/batoro1,DD,,https://macaulaylibrary.org/asset/386825261, IUCN_LC, IUCN update 2024
